# 実Excel 16.0 の ★CommandBars（右クリックの メニュー ほか）★ 2026-08-30
# 取り方: Application.CommandBars を 全部 歩く（新規ブック・保存なし・読むだけ）
# 列: バーの名前 / 親の道 / 命令 / Type / Id
Worksheet Menu Bar	/ウィンドウ(W)	分割(S)	1	302
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ枠の固定(F)	1	443
Worksheet Menu Bar	/ウィンドウ(W)	1 Book5	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar	/ウィンドウ(W)	ウィンドウ名​​(W)	1	830
Worksheet Menu Bar		ヘルプ(H)	10	30010
Worksheet Menu Bar	/ヘルプ(H)	ヘルプ​​(H)	1	984
Worksheet Menu Bar	/ヘルプ(H)	アシスタントを表示しない(H)	1	1004
Worksheet Menu Bar	/ヘルプ(H)	Office.com(O)	1	3775
Worksheet Menu Bar	/ヘルプ(H)	お問い合わせ先(C)	1	7903
Worksheet Menu Bar	/ヘルプ(H)	トレーニングを表示(S)	1	27442
Worksheet Menu Bar	/ヘルプ(H)	コミュニティ(C)	1	32694
Worksheet Menu Bar	/ヘルプ(H)	Excel ブログ(E)	1	32695
Worksheet Menu Bar	/ヘルプ(H)	Lotus 1-2-3 ヘルプ(L)...	1	936
Worksheet Menu Bar	/ヘルプ(H)	更新プログラム​​のチェック(K)	1	9340
Worksheet Menu Bar	/ヘルプ(H)	アプリケーションの​​自動修復(R)...	1	3774
Worksheet Menu Bar	/ヘルプ(H)	ライセンス​​認証(V)...	1	5933
Worksheet Menu Bar	/ヘルプ(H)	プライバシー ​​オプション(P)...	1	7714
Worksheet Menu Bar	/ヘルプ(H)	バージョン情報(A)	1	927
Chart Menu Bar		ファイル​​(F)	10	30002
Chart Menu Bar	/ファイル​​(F)	新規作成​​(N)...	1	18
Chart Menu Bar	/ファイル​​(F)	開く(O)...	1	23
Chart Menu Bar	/ファイル​​(F)	閉じる​​(C)	1	106
Chart Menu Bar	/ファイル​​(F)	上書き​​保存(S)	1	3
Chart Menu Bar	/ファイル​​(F)	名前を付けて​​保存(A)...	1	748
Chart Menu Bar	/ファイル​​(F)	単一 Web ​​ページ (*.mht)	1	3823
Chart Menu Bar	/ファイル​​(F)	作業状態の​​保存(W)...	1	846
Chart Menu Bar	/ファイル​​(F)	ファイル検索(H)...	1	5905
Chart Menu Bar	/ファイル​​(F)	チェック​​アウト(E)	1	6127
Chart Menu Bar	/ファイル​​(F)	チェック​​イン(E)...	1	6128
Chart Menu Bar	/ファイル​​(F)	バージョン​​履歴(R)...	1	7799
Chart Menu Bar	/ファイル​​(F)	アクセス​​許可(M)...	1	7994
Chart Menu Bar	/ファイル​​(F)	アクセス許可(M)	10	31308
Chart Menu Bar	/ファイル​​(F)/アクセス許可(M)	アクセス​​制限なし(U)	1	7990
Chart Menu Bar	/ファイル​​(F)/アクセス許可(M)	アクセス​​制限あり(R)	1	7991
Chart Menu Bar	/ファイル​​(F)/アクセス許可(M)	資格情報の​​管理(M)	1	10014
Chart Menu Bar	/ファイル​​(F)	ブラウザーで​​プレビュー(B)	1	3655
Chart Menu Bar	/ファイル​​(F)	ページ​​設定(U)...	1	247
Chart Menu Bar	/ファイル​​(F)	印刷​​プレビュー(V)	1	109
Chart Menu Bar	/ファイル​​(F)	印刷(P)...	1	4
Chart Menu Bar	/ファイル​​(F)	送信(D)	10	30095
